id,name,latitude,longitude,district,address,dmrcaRegistrationNo,confidence,verificationStatus,verifiedAt,womenPrayer,parking,airConditioning,wudu,jummah,notes,sourceTypes,nsdiId,osmId,sourcesJson
dmrca-R-415-K-56,MADRASATHUL AZHARIYA THAKKIYA,,,Kandy,DUNUWILA ROAD,R/415/K/56,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/415/K/56"", ""originalName"": ""MADRASATHUL AZHARIYA THAKKIYA"", ""address"": ""DUNUWILA ROAD"", ""city"": ""AKURANA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-427-K-57,KETAKUMBURA JUMMA MOSQUE,,,Kandy,"UDUNUWARA, AMBARAPOLA",R/427/K/57,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/427/K/57"", ""originalName"": ""KETAKUMBURA JUMMA MOSQUE"", ""address"": ""UDUNUWARA, AMBARAPOLA"", ""city"": ""HANDESSA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-455-K-58,JIFFRIYATHUL QUADIRIYA THAKKIYA,,,Kandy,AKURANA BAZAAR,R/455/K/58,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/455/K/58"", ""originalName"": ""JIFFRIYATHUL QUADIRIYA THAKKIYA"", ""address"": ""AKURANA BAZAAR"", ""city"": ""AKURANA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-462-K-60,AL - MADRASATHUL BADRIYA,,,Kandy,"6 3/4, MILE POST,",R/462/K/60,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/462/K/60"", ""originalName"": ""AL - MADRASATHUL BADRIYA"", ""address"": ""6 3/4, MILE POST,"", ""city"": ""MURUTHAGAHAMULLA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-463-K-61,WARAHANDENIYA THAKKIYA,,,Kandy,WARAHANDENIYA,R/463/K/61,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/463/K/61"", ""originalName"": ""WARAHANDENIYA THAKKIYA"", ""address"": ""WARAHANDENIYA"", ""city"": ""MURUTHAGAHAMULLA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-465-K-62,MASJIDUL AKBAR JUMMA MOSQUE,,,Kandy,RALLIMANGODA,R/465/K/62,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/465/K/62"", ""originalName"": ""MASJIDUL AKBAR JUMMA MOSQUE"", ""address"": ""RALLIMANGODA"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-466-K-63,MASJIDUL HUSNA JUMMA MOSQUE,,,Kandy,"PALLEGAMA,",R/466/K/63,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/466/K/63"", ""originalName"": ""MASJIDUL HUSNA JUMMA MOSQUE"", ""address"": ""PALLEGAMA,"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-489-K-64,MUHIYADEEN JUMMA MASJID,,,Kandy,"139, KANDY ROAD",R/489/K/64,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/489/K/64"", ""originalName"": ""MUHIYADEEN JUMMA MASJID"", ""address"": ""139, KANDY ROAD"", ""city"": ""KADUGANNAWA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-490-K-65,OTHTHA MEEZAM SARHA,,,Kandy,"12, LANE 01, MAWILMADA",R/490/K/65,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/490/K/65"", ""originalName"": ""OTHTHA MEEZAM SARHA"", ""address"": ""12, LANE 01, MAWILMADA"", ""city"": ""KANDY"", ""district"": ""Kandy"", ""mosqueType"": ""DR"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-506-K-66,AHU-SANUM NAJATH JUMMA MOSQUE,,,Kandy,DICKOYA,R/506/K/66,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/506/K/66"", ""originalName"": ""AHU-SANUM NAJATH JUMMA MOSQUE"", ""address"": ""DICKOYA"", ""city"": ""DICKOYA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-507-K-67,MASJID MUHIYADEEN,,,Kandy,KURUGODA,R/507/K/67,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/507/K/67"", ""originalName"": ""MASJID MUHIYADEEN"", ""address"": ""KURUGODA"", ""city"": ""AKURANA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-513-K-68,ZAVIATHUL QUADIRIYA,,,Kandy,"29, PENITHUDUMULLA ROAD",R/513/K/68,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/513/K/68"", ""originalName"": ""ZAVIATHUL QUADIRIYA"", ""address"": ""29, PENITHUDUMULLA ROAD"", ""city"": ""NAWALAPITIYA"", ""district"": ""Kandy"", ""mosqueType"": ""Z"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-521-K-69,KAHATAPITIYA JUMMA MOSQUE,,,Kandy,KAHATAPITIYA,R/521/K/69,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/521/K/69"", ""originalName"": ""KAHATAPITIYA JUMMA MOSQUE"", ""address"": ""KAHATAPITIYA"", ""city"": ""GAMPAHA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-523-K-70,MASJIDUL NOOR JUMMA MOSQUE,,,Kandy,METHAKEKILA,R/523/K/70,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/523/K/70"", ""originalName"": ""MASJIDUL NOOR JUMMA MOSQUE"", ""address"": ""METHAKEKILA"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-523-K-71,NIKKADENIYA THAKKIYA,,,Kandy,NIKKADENIYA,R/523/K/71,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/523/K/71"", ""originalName"": ""NIKKADENIYA THAKKIYA"", ""address"": ""NIKKADENIYA"", ""city"": ""MURUTHAGAHAMULLA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-533-K-72,HULUGANGA JUMMA MOSQUE,,,Kandy,HULUGANGA,R/533/K/72,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/533/K/72"", ""originalName"": ""HULUGANGA JUMMA MOSQUE"", ""address"": ""HULUGANGA"", ""city"": ""MADULKELLE"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-543-K-73,AKURANA GRAND JUMMA MOSQUE,,,Kandy,BULUGAHATENNA,R/543/K/73,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/543/K/73"", ""originalName"": ""AKURANA GRAND JUMMA MOSQUE"", ""address"": ""BULUGAHATENNA"", ""city"": ""AKURANA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-575-K-74,MUHIYIDEEN JUMMA MOSQUE,,,Kandy,TENNAKUMBURA,R/575/K/74,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/575/K/74"", ""originalName"": ""MUHIYIDEEN JUMMA MOSQUE"", ""address"": ""TENNAKUMBURA"", ""city"": ""KANDY"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-576-K-75,MUHIYIDEEN KOTHUBA MOSQUE,,,Kandy,AMBAGAMUWA ROAD,R/576/K/75,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/576/K/75"", ""originalName"": ""MUHIYIDEEN KOTHUBA MOSQUE"", ""address"": ""AMBAGAMUWA ROAD"", ""city"": ""NAWALAPITIYA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-591-K-77,JAMIUL ANVER JUMMA MASJID,,,Kandy,"22, MAIN STREET",R/591/K/77,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/591/K/77"", ""originalName"": ""JAMIUL ANVER JUMMA MASJID"", ""address"": ""22, MAIN STREET"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-606-K-79,NIKADENIYA JUMMA MOSQUE,,,Kandy,NIKADENIYA,R/606/K.79,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/606/K.79"", ""originalName"": ""NIKADENIYA JUMMA MOSQUE"", ""address"": ""NIKADENIYA"", ""city"": ""MURUTHAGAHAMULLA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-610-K-80,REFAI THAKKIYA,,,Kandy,NEERELLA,R/610/K.80,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/610/K.80"", ""originalName"": ""REFAI THAKKIYA"", ""address"": ""NEERELLA"", ""city"": ""AKURANA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-619-K-81,MALAY MILITARY MOSQUE,,,Kandy,"20, MOSQUE ROAD",R/619/K.81,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/619/K.81"", ""originalName"": ""MALAY MILITARY MOSQUE"", ""address"": ""20, MOSQUE ROAD"", ""city"": ""KANDY"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-621-K-82,GELIOYA BAZAAR THAKKIYA,,,Kandy,GELI OYA,R/621/K.82,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/621/K.82"", ""originalName"": ""GELIOYA BAZAAR THAKKIYA"", ""address"": ""GELI OYA"", ""city"": ""GELI OYA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-622-K-83,ALKAMADE THAKKIYA,,,Kandy,DASKARA,R/622/K.83,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/622/K.83"", ""originalName"": ""ALKAMADE THAKKIYA"", ""address"": ""DASKARA"", ""city"": ""MURUTHAGAHAMULLA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-627-K-84,ULAPANE JUMMA MOSQUE,,,Kandy,NAWALAPITIYA ROAD,R/627/K.84,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/627/K.84"", ""originalName"": ""ULAPANE JUMMA MOSQUE"", ""address"": ""NAWALAPITIYA ROAD"", ""city"": ""ULAPANE"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-635-K-86,MUHIYIDEEN JUMMA MOSQUE,,,Kandy,WATADENIYA,R/635/K.86,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/635/K.86"", ""originalName"": ""MUHIYIDEEN JUMMA MOSQUE"", ""address"": ""WATADENIYA"", ""city"": ""WATADENIYA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-639-K-87,MASJIDUL AZHAR JUMMA MOSQUE,,,Kandy,WATAGEPOTHA,R/639/K.87,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/639/K.87"", ""originalName"": ""MASJIDUL AZHAR JUMMA MOSQUE"", ""address"": ""WATAGEPOTHA"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-641-K-88,WEEWELDENIYA THAKKIYA,,,Kandy,WEEWELDENIYA,R/641/K.88,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/641/K.88"", ""originalName"": ""WEEWELDENIYA THAKKIYA"", ""address"": ""WEEWELDENIYA"", ""city"": ""HANDESSA"", ""district"": ""Kandy"", ""mosqueType"": ""T"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-657-K-89,HAMEEDIYA JUMMA MOSQUE,,,Kandy,"40, MAIN ROAD",R/657/K.89,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/657/K.89"", ""originalName"": ""HAMEEDIYA JUMMA MOSQUE"", ""address"": ""40, MAIN ROAD"", ""city"": ""MANIKHINNA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-658-K-90,BAWA ZIYARATH,,,Kandy,PALLEKELLA BAZAAR,R/658/K.90,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/658/K.90"", ""originalName"": ""BAWA ZIYARATH"", ""address"": ""PALLEKELLA BAZAAR"", ""city"": ""KENGALLA"", ""district"": ""Kandy"", ""mosqueType"": ""SH"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-672-K-91,KURUNDUGOLLA ZIYARATH,,,Kandy,"KURUNDUGOLLA, WELELLAGAMA",R/672/K.91,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/672/K.91"", ""originalName"": ""KURUNDUGOLLA ZIYARATH"", ""address"": ""KURUNDUGOLLA, WELELLAGAMA"", ""city"": ""KATUGASTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""SH"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-678-K-92,MUHIYIDEENUL QUADIRIYA JUMMA MASJID,,,Kandy,WANAHAPUWA,R/678/K.92,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/678/K.92"", ""originalName"": ""MUHIYIDEENUL QUADIRIYA JUMMA MASJID"", ""address"": ""WANAHAPUWA"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-683-K-93,ILLAWATURA GATE JUMMA MOSQUE,,,Kandy,ILLAWATURA,R/683/K.93,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/683/K.93"", ""originalName"": ""ILLAWATURA GATE JUMMA MOSQUE"", ""address"": ""ILLAWATURA"", ""city"": ""DELTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-695-K-94,MUHIYIDEEN JUMMA MOSQUE ALIAS THAKKIYA MOSQUE,,,Kandy,"19, KING STREET",R/695/K.94,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/695/K.94"", ""originalName"": ""MUHIYIDEEN JUMMA MOSQUE ALIAS THAKKIYA MOSQUE"", ""address"": ""19, KING STREET"", ""city"": ""KANDY"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-219-K-95,MASJIDUN NOOR JUMMA MOSQUE,,,Kandy,"GALAPITAWATTE, DEHIYANGE",R/219/K.95,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/219/K.95"", ""originalName"": ""MASJIDUN NOOR JUMMA MOSQUE"", ""address"": ""GALAPITAWATTE, DEHIYANGE"", ""city"": ""MURUTHALAWA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-401-K-96,MUHIYIDEEN JUMMA MOSQUE,,,Kandy,PANWILA,R/401/K.96,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/401/K.96"", ""originalName"": ""MUHIYIDEEN JUMMA MOSQUE"", ""address"": ""PANWILA"", ""city"": ""PANWILA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-657-K-97,SHRINE OF KHATHEEB DAWOOD LEBBE AND ALIM CADER MEERA SAIBO,,,Kandy,"3, SOYSAKELLE ROAD",R/657/K.97,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/657/K.97"", ""originalName"": ""SHRINE OF KHATHEEB DAWOOD LEBBE AND ALIM CADER MEERA SAIBO"", ""address"": ""3, SOYSAKELLE ROAD"", ""city"": ""NAWALAPITIYA"", ""district"": ""Kandy"", ""mosqueType"": ""SH"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-372-K-98,MALWANAHINNA JUMMA MOSQUE,,,Kandy,MALWANAHINNA,R/372/K.98,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/372/K.98"", ""originalName"": ""MALWANAHINNA JUMMA MOSQUE"", ""address"": ""MALWANAHINNA"", ""city"": ""AKURANA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
dmrca-R-715-K-99,MASJIDUL AHSAM JUMMA MOSQUE,,,Kandy,"INIGALA,",R/715/K.99,low,unverified,,,,,,,,dmrca,,,"[{""type"": ""dmrca"", ""id"": ""R/715/K.99"", ""originalName"": ""MASJIDUL AHSAM JUMMA MOSQUE"", ""address"": ""INIGALA,"", ""city"": ""KATUGASTOTA"", ""district"": ""Kandy"", ""mosqueType"": ""JM"", ""sourcePdf"": ""kandy__KANDY-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/KANDY-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
