priorityRank,reviewType,priorityReason,id,name,district,address,dmrcaRegistrationNo,latitude,longitude,confidence,notes
328,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25100,Mohideen Jumma Mosque,Puttalam,,,8.158826439000052,79.72267809400006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/907/P.75, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
329,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25119,Mohideen a Mosque,Puttalam,,,8.170055658000024,79.72672779700008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/909/P.77, name='MOHIDEEN THAKKIYA', score=100.0) — not linked, needs manual review."
330,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25129,Mohideen Jumma Mosque,Puttalam,,,8.172971498000038,79.73681335900005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/937/P.78, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
331,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25132,Thakya Mohideen Mosque,Puttalam,,,8.175513476000049,79.72836262700008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1136/P.83, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
332,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25143,Mohideen Jumma Mosque,Puttalam,,,8.182228389000045,79.73778371600008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1169/P.88, name='MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review."
333,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25150,Lahurthar Sahib Jumma Mosque,Puttalam,,,8.184542926000063,79.72984372100007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/130/P.12, name='RAWTHER SAHIB MOSQUE', score=71.4) — not linked, needs manual review."
334,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25165,Koobar Mosque,Puttalam,,,8.19056437200004,79.74109150900006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1911/P 173, name='MASJIDUL KOOFA', score=72.7) — not linked, needs manual review."
335,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25205,Dhakkya  Mosque,Puttalam,,,8.21207541900003,79.73748363300007,low,"An ambiguous OSM candidate exists (node/13339072325, name='Grand Mosque Kurinchipity', 298.0m away) — Nearest OSM mosque is 298m away, but its name ('Grand Mosque Kurinchipity') doesn't resemble the NSDI name ('Dhakkya  Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
336,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25207,Mohideen Jumma Mosque,Puttalam,,,8.213187817000062,79.71667560500003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1190/P.92, name='MOHIDEEN KOTHUBA MOSQUE', score=100.0) — not linked, needs manual review.; An ambiguous OSM candidate exists (node/13339072331, name='Kandakuliya Grand Jummah Masjidh', 31.7m away) — Nearest OSM mosque is 32m away, but its name ('Kandakuliya Grand Jummah Masjidh') doesn't resemble the NSDI name ('Mohideen Jumma Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
337,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25296,Mohideen Jumma Masjid(Mosque),Anuradhapura,,,8.259276855000053,80.20497298400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/273/A.09, name='MOHIDEEN MASJID', score=100.0) — not linked, needs manual review."
338,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25297,Mohideen Jumma Masjid(Mosque),Anuradhapura,,,8.259276855000053,80.20497298400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/310/A.12, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
339,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25302,Mohideen Jumma Masjid(Mosque),Anuradhapura,,,8.262626279000074,80.20851689600005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/325/A.15, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
340,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25637,Muhaideen Jummah Mosque,Trincomalee,,,8.454246796000064,81.26684893700008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/017/T/001, name='MUHIYIDEEN JUMMA MOSQUE', score=84.2) — not linked, needs manual review."
341,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25661,Salinath Grand Jumma Masjid,Trincomalee,,,8.461121676000062,81.07639117900004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0671/T/030, name='MASJIDUL SALIHATH JUMMA MOSQUE', score=87.5) — not linked, needs manual review."
342,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25681,Muhaideen Jumma  Mosque,Trincomalee,,,8.474977207000052,81.08488603600006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/112/T/004, name='MUHIYIDEEN JUMMA MOSQUE', score=84.2) — not linked, needs manual review."
343,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25724,Masjidun Noor Mosque,Trincomalee,,,8.497869994000041,81.14992510900004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1056/T/064, name='MASJIDU-UN-NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
344,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25731,Masjidul Falah Jummah Mosque,Trincomalee,,,8.501353666000057,81.15962026200003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1240/T/094, name='MASJIDUL FALAH JUMMAH MOSQUE', score=100.0) — not linked, needs manual review."
345,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25733,Masjidul Khair Jummah Mosque,Trincomalee,,,8.50172966200006,81.17979211000005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1223/T/086, name='KHAIRIYA THAKKIYA', score=76.9) — not linked, needs manual review.; An ambiguous OSM candidate exists (way/752687139, name='Buhary Masjid', 154.7m away) — Partial name match (55/100) at 155m. Not linked, needs manual review."
346,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25735,Aqsha Mosque,Trincomalee,,,8.503210796000076,81.18587220500007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2227/T/201, name='AL AQSHA MASJIDH', score=100.0) — not linked, needs manual review."
347,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25738,Masjidul Ohmiya Mosque,Trincomalee,,,8.50407823300003,81.16203007100006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1444/T/115, name='MOHAMEDIYA THAKKIYA', score=75.0) — not linked, needs manual review."
348,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25743,Thakkiyathul Noor Mosque,Trincomalee,,,8.505716068000027,81.18954165900004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/12234/T/08 7, name='MASJIDUN NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
349,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25748,Jawa jummah Mosque,Trincomalee,,,8.507041178000065,81.17839536700006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0676/T/033, name='MALAY (JAWA) KOTHBA MOSQUE', score=100.0) — not linked, needs manual review."
350,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25749,Masjidun Noor Mosque,Trincomalee,,,8.508485448000044,81.19787132700003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1396/T/108, name='MASJIDUN NOOR', score=100.0) — not linked, needs manual review."
351,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25762,Masjidul Rafiya Mosque,Trincomalee,,,8.520441022000057,81.19397701200006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1225/T/088, name='MASJIDUS SHAFIYA JUMMA MOSQUE', score=76.9) — not linked, needs manual review."
352,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25838,Muhadeen Jumma Masjid,Trincomalee,,,8.573356549000039,81.23210566900008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2152/T 199, name='MASJIDUL MADEENA', score=80.0) — not linked, needs manual review."
353,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25887,Mohideen Jumma Mosque,Vavuniya,,,8.605668477000052,80.32978679900003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1351/V/16, name='PUDUKUDIMUNAI MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review.; An ambiguous OSM candidate exists (node/4414048679, name='Masjidhur Rahman', 36.3m away) — Nearest OSM mosque is 36m away, but its name ('Masjidhur Rahman') doesn't resemble the NSDI name ('Mohideen Jumma Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
354,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-26354,Mohideen d Jummah Mosque,Mannar,,,8.976573939000048,79.91337903500005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0820/MN 36, name='MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review."
355,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-26368,Mohidee Jummah Mosque,Mannar,,,8.983651007000049,79.91146838400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0824/MN 40, name='MOHIDEEN MOSQUE', score=93.3) — not linked, needs manual review."
356,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-26410,Meeraniya Jumma Mosque,Mannar,,,9.011941426000021,79.87274603000003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0377/MN 14, name='MEERA MOSQUE', score=71.4) — not linked, needs manual review."
357,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-26413,Husania Palli(Mosque),Mannar,,,9.014288616000044,79.87272905000003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0560/MN 24, name='HUSSAINIYA MOSQUE', score=82.4) — not linked, needs manual review."
358,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-26430,Mohaidee Sinna Palli (mosque),Mannar,,,9.032851687000061,79.88280943400008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0826/MN 42, name='MOHIDEEN MOSQUE', score=72.7) — not linked, needs manual review."
359,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-26432,Mohideen Grand Mosque,Mannar,,,9.033480317000055,79.87994060000005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0759/MN 33, name='KONDACHCHI MOHIDEEN MOSUQE', score=100.0) — not linked, needs manual review."
360,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-27235,,Jaffna,,,9.676637656000025,80.00692542300004,low,"An ambiguous OSM candidate exists (way/572292227, name='Mohideen Jummah Mosque', 150.6m away) — Closest OSM candidate is 151m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
361,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-27958,Mohideen Jumma,Kilinochchi,,,9.348841088000029,80.41368753500007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0925/KN/03, name='MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review."
362,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28064,Nambuluwa Grand Mosque,Gampaha,,,7.172043939000048,80.13506175300006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/96/GM.06, name='NAMBULUWA JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
363,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28075,Jabul Kairad Jumma Mosque,Kegalle,,,7.151910651000037,80.15474076400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0135/KD/12, name='MASJID JAMIUL KHAIRATH JUMMA MOSQUE', score=74.1) — not linked, needs manual review."
364,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28164,Masjidun Noor Jummah Mosque,Gampaha,,,7.1156463110000345,80.14131463500007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1094/GM.34, name='MASJIDUN NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
365,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28312,Masjidul Falah,Gampaha,,,7.095965522000029,80.10397334200007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/945/GM.27, name='MAGUNAMUL FALAH JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
366,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28480,Masjidun Noor,Gampaha,,,7.1027208400000745,80.10557777500003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1097/GM.35, name='MASJIDUN NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
367,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28481,Jamiut Tawheed Mosque,Gampaha,,,7.095710430000054,80.11195151100003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2402/GM/89, name='JAMIUTH THAWHEETH JUMMA MOSQUE', score=83.9) — not linked, needs manual review."
368,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-28483,Masjidun Noor Jumma Masjid,Gampaha,,,7.093823884000074,80.10939789300005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1379/GM.39, name='MASJIDUN-UN-NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
369,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-0318-AM-03,NINTAVUR JUMMA MOSQUE,Ampara,NINTAVUR,R/0318/AM/03,,,low,"A low-confidence NSDI candidate exists (nsdiId=21820, name='Masjithul Falah, Nintavur', score=100.0) — not linked, needs manual review."
370,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-0664-AM-15,PATTIYADIPITTY JUMMA MOSQUE,Ampara,AKKARAIPATTU,R/0664/AM/15,,,low,"A low-confidence NSDI candidate exists (nsdiId=20809, name='Jummah Mosque, Paddiyadipitti', score=78.6) — not linked, needs manual review."
371,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-0922-AM-41,NOORANIYA GRAND JUMMA MOSQUE,Ampara,"VILLAGE 12, WARD NO.1,",R/0922/AM/41,,,low,"A low-confidence NSDI candidate exists (nsdiId=17902, name='Al Nooraniya Mosque', score=100.0) — not linked, needs manual review."
372,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-960-AM-44,SAMATHANIYA MATHURASA THAKKIYA,Ampara,"NATPITIMUNAI,",R/960/AM/44,,,low,"A low-confidence NSDI candidate exists (nsdiId=20782, name='AL Mathrasathul Muhammathiya', score=73.9) — not linked, needs manual review."
373,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1036-AM-47,AL - MASJIDUL NOORANIYA,Ampara,"12TH COLONY,",R/1036/AM/47,,,low,"A low-confidence NSDI candidate exists (nsdiId=22439, name='Nooraniya Grand Jummah Mosque', score=100.0) — not linked, needs manual review."
374,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1044-AM-50,MEERA SAHIB ANDAVAR THAKKIYA,Ampara,SAMMANTHURAI,R/1044/AM/50,,,low,"A low-confidence NSDI candidate exists (nsdiId=17928, name='Meera Masjid Mosque', score=100.0) — not linked, needs manual review."
375,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1099-AM-63,MASJIDUL FALAH,Ampara,POTTUVIL,R/1099/AM/63,,,low,"A low-confidence NSDI candidate exists (nsdiId=21479, name='Al-Falah Mosque, Nainakadu', score=100.0) — not linked, needs manual review."
376,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1206-AM-85,MADRASATHUL FAKRIYA MOSQUE,Ampara,"UNIT - 4,",R/1206/AM/85,,,low,"A low-confidence NSDI candidate exists (nsdiId=21371, name='AL Madrasathul Ilahiyya', score=82.1) — not linked, needs manual review."
377,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-218-A-05,MOHIDEEN JUMMA MOSQUE,Anuradhapura,"MAIN STREET,",R/218/A.05,,,low,"A low-confidence NSDI candidate exists (nsdiId=24893, name='Mohideen Jumma Mosque', score=100.0) — not linked, needs manual review."
378,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-273-A-09,MOHIDEEN MASJID,Anuradhapura,"RAMBATHWILA,",R/273/A.09,,,low,"A low-confidence NSDI candidate exists (nsdiId=25296, name='Mohideen Jumma Masjid(Mosque)', score=100.0) — not linked, needs manual review."
379,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-310-A-12,MOHIDEEN JUMMA MOSQUE,Anuradhapura,"ALAHAPERUMAGAMA,",R/310/A.12,,,low,"A low-confidence NSDI candidate exists (nsdiId=25297, name='Mohideen Jumma Masjid(Mosque)', score=100.0) — not linked, needs manual review."
380,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-312-A-13,MOHIDEEN JUMMA MOSQUE,Anuradhapura,"NELUGOLLAKADA,",R/312/A.13,,,low,"A low-confidence NSDI candidate exists (nsdiId=25301, name='Mohideen Jumma Masjid(Mosque)', score=100.0) — not linked, needs manual review."
381,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-325-A-15,MOHIDEEN JUMMA MOSQUE,Anuradhapura,"NACHCHADUWA,",R/325/A.15,,,low,"A low-confidence NSDI candidate exists (nsdiId=25302, name='Mohideen Jumma Masjid(Mosque)', score=100.0) — not linked, needs manual review."
382,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1572-A-100,MAJIDUL MUNAWARA,Anuradhapura,KATUKELIYAWA,R/1572/A.100,,,low,"A low-confidence NSDI candidate exists (nsdiId=24677, name='Masjidal Mur Mosque', score=71.4) — not linked, needs manual review."
383,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-43-C-09,MASJIDUS SALAM JUMMA MOSQUE,Colombo,NO. 56MALIGAWATTE LANE,R/43/C.09,,,low,"A low-confidence NSDI candidate exists (nsdiId=18688, name='Masjidus Salam Jumma Masjid', score=100.0) — not linked, needs manual review."
384,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-101-C-23,MASJID MUHIYADEEN THAKKIYA,Colombo,"67, DR. S.D. FERNANDO MAWATHA, MUTUWAL",R/101/C.23,,,low,"A low-confidence NSDI candidate exists (nsdiId=18565, name='Muhiyadeen Jumma Mosque', score=100.0) — not linked, needs manual review."
385,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-334-C-37,DEWATAGAHA MOSQUE & SHRINE,Colombo,"12, BAPIST CHAPEL ROAD, CINNAMON GARDEN",R/334/C.37,,,low,"A low-confidence NSDI candidate exists (nsdiId=18387, name='Davatagaha Mosque', score=80.0) — not linked, needs manual review."
386,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-744-C-63,BAMBALAPITIYA MOHIDEEN JUMMA MOSQUE,Colombo,"55, NEW BULLERS ROAD",R/744/C.63,,,low,"A low-confidence NSDI candidate exists (nsdiId=18828, name='Mohideen Jumma Mosque', score=100.0) — not linked, needs manual review."
387,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-782-C-65,MEERANIYA JUMMA MASJID,Colombo,"263, MEERANIYA STREET",R/782/C.65,,,low,"A low-confidence NSDI candidate exists (nsdiId=18657, name='Mirania Jumma Masjid', score=75.0) — not linked, needs manual review."
388,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-987-C-94,MASJIDUN NOOR JUMMA MOSQUE,Colombo,MEEPE GALAGEDERA,R/987/C.94,,,low,"A low-confidence NSDI candidate exists (nsdiId=18873, name='Madurazuthal Al Noor Mosque', score=100.0) — not linked, needs manual review."
389,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1071-C-114,AL MASJIDUR RAHMANIYA MOSQUE,Colombo,"80/82, NEWAHAM SQUARE",R/1071/C.114,,,low,"A low-confidence NSDI candidate exists (nsdiId=19002, name='Masjidur Rahumaniya Mosque', score=94.7) — not linked, needs manual review."
390,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1606-C-161,MASJIDHUL FALAH JUMMA MOSQUE,Colombo,"NO.475/145, SRIMA BANDARANAYAKE MAWATHA, STADIUMGAMA, GRANDPASS",R/1606/C.161,,,low,"A low-confidence NSDI candidate exists (nsdiId=18910, name='Al Falah Jumma Mosque', score=100.0) — not linked, needs manual review."
391,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1784-C-170,MASJIDUL DARUL SALAM,Colombo,"NO.389/C, ZARAS GARDEN, MEGODA KOLONNAWA",R/1784/C.170,,,low,"A low-confidence NSDI candidate exists (nsdiId=18723, name='Masjidus Salam Jumma Masjid', score=100.0) — not linked, needs manual review."
392,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1818-C-173,NOORANIYA JUMMA MASJID,Colombo,"163, MOSQUE LANE, NAWALA ROAD",R/1818/C.173,,,low,"A low-confidence NSDI candidate exists (nsdiId=18259, name='Noorniya Jummah Masjid', score=94.1) — not linked, needs manual review."
393,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1823-C-174,HIDAYATH MOSQUE,Colombo,"25/5, DAM STREET",R/1823/C.174,,,low,"A low-confidence NSDI candidate exists (nsdiId=19005, name='Masjidul Hidyih Jumma Mosque', score=71.4) — not linked, needs manual review."
394,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-2006-C-18-7,MASJIDH UMAR,Colombo,"NO. 21/A, PRAGATHIMAWATHA , STACE ROAD",R/2006/C/18 7,,,low,"A low-confidence NSDI candidate exists (nsdiId=18839, name='Masjidul Umar Jumma Mosque', score=100.0) — not linked, needs manual review."
395,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-2153-C-21-0,MOHIDEEN MASJID,Colombo,"27, MAHABUTHGAMUWA",R/2153/C/21 0,,,low,"A low-confidence NSDI candidate exists (nsdiId=18855, name='Mohideen Jumma Mosque', score=100.0) — not linked, needs manual review."
396,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-04-GM-01,RAKSHAPANA JUMMA MOSQUE,Gampaha,RAKSHAPANA,R/04/GM.01,,,low,"A low-confidence NSDI candidate exists (nsdiId=18850, name='Raxapana Jumma Masjid', score=77.8) — not linked, needs manual review."
397,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-96-GM-06,NAMBULUWA JUMMA MOSQUE,Gampaha,NAMBULUWA,R/96/GM.06,,,low,"A low-confidence NSDI candidate exists (nsdiId=28064, name='Nambuluwa Grand Mosque', score=100.0) — not linked, needs manual review."
398,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-496-GM-12,MASJIDUN NOOR JUMMA MOSQUE,Gampaha,UDUGODA,R/496/GM.12,,,low,"A low-confidence NSDI candidate exists (nsdiId=19201, name='Masjidun Noor Jumma Mosque', score=100.0) — not linked, needs manual review."
399,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-894-GM-21,AKBAR TOWN JUMMA MASJID,Gampaha,AKBAR TOWN,R/894/GM.21,,,low,"A low-confidence NSDI candidate exists (nsdiId=19323, name='Akbar Town Jumma Masjid', score=100.0) — not linked, needs manual review."
400,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-945-GM-27,MAGUNAMUL FALAH JUMMA MOSQUE,Gampaha,"15, CHILAW ROAD",R/945/GM.27,,,low,"A low-confidence NSDI candidate exists (nsdiId=28312, name='Masjidul Falah', score=100.0) — not linked, needs manual review."
401,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1094-GM-34,MASJIDUN NOOR JUMMA MOSQUE,Gampaha,"HAJEE FATHIMA GRADEN , MAKOLA",R/1094/GM.34,,,low,"A low-confidence NSDI candidate exists (nsdiId=28164, name='Masjidun Noor Jummah Mosque', score=100.0) — not linked, needs manual review."
402,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1097-GM-35,MASJIDUN NOOR JUMMA MOSQUE,Gampaha,HUNUPOLA,R/1097/GM.35,,,low,"A low-confidence NSDI candidate exists (nsdiId=28480, name='Masjidun Noor', score=100.0) — not linked, needs manual review."
403,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-1379-GM-39,MASJIDUN-UN-NOOR JUMMA MOSQUE,Gampaha,KAHATOWITA,R/1379/GM.39,,,low,"A low-confidence NSDI candidate exists (nsdiId=28483, name='Masjidun Noor Jumma Masjid', score=100.0) — not linked, needs manual review."
404,conflict_to_resolve,"1 source(s) (dmrca), low confidence — has an unresolved candidate to adjudicate.",dmrca-R-2402-GM-89,JAMIUTH THAWHEETH JUMMA MOSQUE,Gampaha,"1 4 6 , M A I N S T REET, KAHATOWITA",R/2402/GM/89,,,low,"A low-confidence NSDI candidate exists (nsdiId=28481, name='Jamiut Tawheed Mosque', score=83.9) — not linked, needs manual review."
